2021-05-23 01:33:54,127 - classify1.py[line:68] - INFO: Namespace(batch_size=64, dataset='Subj', epoch=50, gpu=1, l2=0.0001, lr=0.0001, modelfilename='', modelname='TextCNN', modelnum=0, resultnum=132, seed=1, use_aug=0)
2021-05-23 01:33:58,680 - classify1.py[line:134] - INFO: {'word_embedding_dimension': 300, 'Epoch1': 5, 'Epoch2': 50, 'dropout': 0.1, 'label_num': 2, 'learning_rate1': 1e-05, 'learning_rate2': 0.0001, 'batch_size': 64, 'cuda': 1, 'negSampleNum': 3, 'poSampleNum': 1, 'max_bound': 1, 'kernel_sizes': [3, 4, 5], 'hidden_size': 256, 'hidden_layers': 1, 'bidirectional': True}
2021-05-23 01:33:58,963 - classify1.py[line:140] - INFO: before training: 0.5
2021-05-23 01:33:58,963 - classify1.py[line:154] - INFO: ...start training...
2021-05-23 01:33:59,124 - classify1.py[line:184] - INFO: Epoch 0, toal_loss 7.0209, aver loss 1.0030, train accuracy 0.5165, train auc 0.0000, test accuracy 0.5000, test auc 0.0000
2021-05-23 01:34:32,695 - classify1.py[line:184] - INFO: Epoch 25, toal_loss 7.2574, aver loss 0.0112, train accuracy 0.8887, train auc 0.0000, test accuracy 0.8368, test auc 0.0000
2021-05-23 01:34:33,185 - classify1.py[line:184] - INFO: Epoch 26, toal_loss 7.1145, aver loss 0.0105, train accuracy 0.8850, train auc 0.0000, test accuracy 0.8328, test auc 0.0000
2021-05-23 01:34:33,709 - classify1.py[line:184] - INFO: Epoch 27, toal_loss 7.2637, aver loss 0.0104, train accuracy 0.8875, train auc 0.0000, test accuracy 0.8343, test auc 0.0000
2021-05-23 01:34:34,213 - classify1.py[line:184] - INFO: Epoch 28, toal_loss 7.1347, aver loss 0.0098, train accuracy 0.8850, train auc 0.0000, test accuracy 0.8403, test auc 0.0000
2021-05-23 01:34:34,719 - classify1.py[line:184] - INFO: Epoch 29, toal_loss 6.9820, aver loss 0.0093, train accuracy 0.8906, train auc 0.0000, test accuracy 0.8478, test auc 0.0000
2021-05-23 01:34:35,223 - classify1.py[line:184] - INFO: Epoch 30, toal_loss 7.0727, aver loss 0.0091, train accuracy 0.8874, train auc 0.0000, test accuracy 0.8393, test auc 0.0000
2021-05-23 01:34:35,729 - classify1.py[line:184] - INFO: Epoch 31, toal_loss 6.8263, aver loss 0.0085, train accuracy 0.8806, train auc 0.0000, test accuracy 0.8378, test auc 0.0000
2021-05-23 01:34:36,237 - classify1.py[line:184] - INFO: Epoch 32, toal_loss 6.6809, aver loss 0.0081, train accuracy 0.9018, train auc 0.0000, test accuracy 0.8428, test auc 0.0000
2021-05-23 01:34:36,747 - classify1.py[line:184] - INFO: Epoch 33, toal_loss 6.7731, aver loss 0.0080, train accuracy 0.8912, train auc 0.0000, test accuracy 0.8413, test auc 0.0000
2021-05-23 01:34:37,255 - classify1.py[line:184] - INFO: Epoch 34, toal_loss 6.6271, aver loss 0.0076, train accuracy 0.8918, train auc 0.0000, test accuracy 0.8353, test auc 0.0000
2021-05-23 01:34:37,765 - classify1.py[line:184] - INFO: Epoch 35, toal_loss 6.6408, aver loss 0.0074, train accuracy 0.9000, train auc 0.0000, test accuracy 0.8498, test auc 0.0000
2021-05-23 01:34:38,261 - classify1.py[line:184] - INFO: Epoch 36, toal_loss 6.5364, aver loss 0.0071, train accuracy 0.8981, train auc 0.0000, test accuracy 0.8378, test auc 0.0000
2021-05-23 01:34:38,766 - classify1.py[line:184] - INFO: Epoch 37, toal_loss 6.7158, aver loss 0.0071, train accuracy 0.8925, train auc 0.0000, test accuracy 0.8418, test auc 0.0000
2021-05-23 01:34:39,265 - classify1.py[line:184] - INFO: Epoch 38, toal_loss 6.4852, aver loss 0.0067, train accuracy 0.8993, train auc 0.0000, test accuracy 0.8458, test auc 0.0000
2021-05-23 01:34:39,774 - classify1.py[line:184] - INFO: Epoch 39, toal_loss 6.3838, aver loss 0.0064, train accuracy 0.8975, train auc 0.0000, test accuracy 0.8328, test auc 0.0000
2021-05-23 01:34:40,278 - classify1.py[line:184] - INFO: Epoch 40, toal_loss 6.2853, aver loss 0.0061, train accuracy 0.8962, train auc 0.0000, test accuracy 0.8378, test auc 0.0000
2021-05-23 01:34:40,727 - classify1.py[line:184] - INFO: Epoch 41, toal_loss 6.3795, aver loss 0.0061, train accuracy 0.8993, train auc 0.0000, test accuracy 0.8368, test auc 0.0000
2021-05-23 01:34:41,225 - classify1.py[line:184] - INFO: Epoch 42, toal_loss 6.3938, aver loss 0.0059, train accuracy 0.8943, train auc 0.0000, test accuracy 0.8428, test auc 0.0000
2021-05-23 01:34:41,731 - classify1.py[line:184] - INFO: Epoch 43, toal_loss 6.1691, aver loss 0.0056, train accuracy 0.9018, train auc 0.0000, test accuracy 0.8403, test auc 0.0000
2021-05-23 01:34:42,243 - classify1.py[line:184] - INFO: Epoch 44, toal_loss 6.3031, aver loss 0.0056, train accuracy 0.8981, train auc 0.0000, test accuracy 0.8433, test auc 0.0000
2021-05-23 01:34:42,753 - classify1.py[line:184] - INFO: Epoch 45, toal_loss 6.0446, aver loss 0.0053, train accuracy 0.9025, train auc 0.0000, test accuracy 0.8408, test auc 0.0000
2021-05-23 01:34:43,257 - classify1.py[line:184] - INFO: Epoch 46, toal_loss 5.9622, aver loss 0.0051, train accuracy 0.9043, train auc 0.0000, test accuracy 0.8423, test auc 0.0000
2021-05-23 01:34:43,763 - classify1.py[line:184] - INFO: Epoch 47, toal_loss 5.9894, aver loss 0.0050, train accuracy 0.9068, train auc 0.0000, test accuracy 0.8383, test auc 0.0000
2021-05-23 01:34:44,271 - classify1.py[line:184] - INFO: Epoch 48, toal_loss 6.1041, aver loss 0.0050, train accuracy 0.9068, train auc 0.0000, test accuracy 0.8423, test auc 0.0000
2021-05-23 01:34:44,778 - classify1.py[line:184] - INFO: Epoch 49, toal_loss 5.9874, aver loss 0.0048, train accuracy 0.9012, train auc 0.0000, test accuracy 0.8428, test auc 0.0000
2021-05-23 01:34:45,261 - classify1.py[line:134] - INFO: {'word_embedding_dimension': 300, 'Epoch1': 5, 'Epoch2': 50, 'dropout': 0.1, 'label_num': 2, 'learning_rate1': 1e-05, 'learning_rate2': 0.0001, 'batch_size': 64, 'cuda': 1, 'negSampleNum': 3, 'poSampleNum': 1, 'max_bound': 1, 'kernel_sizes': [3, 4, 5], 'hidden_size': 256, 'hidden_layers': 1, 'bidirectional': True}
2021-05-23 01:34:45,280 - classify1.py[line:140] - INFO: before training: 0.5
2021-05-23 01:34:45,280 - classify1.py[line:154] - INFO: ...start training...
2021-05-23 01:34:46,060 - classify1.py[line:184] - INFO: Epoch 0, toal_loss 25.1113, aver loss 0.6608, train accuracy 0.6005, train auc 0.0000, test accuracy 0.7467, test auc 0.0000
2021-05-23 01:34:46,825 - classify1.py[line:184] - INFO: Epoch 1, toal_loss 21.0626, aver loss 0.2771, train accuracy 0.7762, train auc 0.0000, test accuracy 0.7948, test auc 0.0000
2021-05-23 01:34:47,582 - classify1.py[line:184] - INFO: Epoch 2, toal_loss 18.8146, aver loss 0.1650, train accuracy 0.8078, train auc 0.0000, test accuracy 0.8123, test auc 0.0000
2021-05-23 01:34:48,348 - classify1.py[line:184] - INFO: Epoch 3, toal_loss 17.2220, aver loss 0.1133, train accuracy 0.8127, train auc 0.0000, test accuracy 0.8168, test auc 0.0000
2021-05-23 01:34:49,107 - classify1.py[line:184] - INFO: Epoch 4, toal_loss 16.2620, aver loss 0.0856, train accuracy 0.8280, train auc 0.0000, test accuracy 0.8218, test auc 0.0000
2021-05-23 01:34:49,866 - classify1.py[line:184] - INFO: Epoch 5, toal_loss 15.8103, aver loss 0.0693, train accuracy 0.8379, train auc 0.0000, test accuracy 0.8223, test auc 0.0000
2021-05-23 01:34:50,631 - classify1.py[line:184] - INFO: Epoch 6, toal_loss 14.9929, aver loss 0.0564, train accuracy 0.8416, train auc 0.0000, test accuracy 0.8278, test auc 0.0000
2021-05-23 01:34:51,407 - classify1.py[line:184] - INFO: Epoch 7, toal_loss 14.7793, aver loss 0.0486, train accuracy 0.8494, train auc 0.0000, test accuracy 0.8353, test auc 0.0000
2021-05-23 01:34:52,186 - classify1.py[line:184] - INFO: Epoch 8, toal_loss 14.0799, aver loss 0.0412, train accuracy 0.8569, train auc 0.0000, test accuracy 0.8333, test auc 0.0000
2021-05-23 01:34:52,951 - classify1.py[line:184] - INFO: Epoch 9, toal_loss 13.9442, aver loss 0.0367, train accuracy 0.8540, train auc 0.0000, test accuracy 0.8338, test auc 0.0000
2021-05-23 01:34:53,729 - classify1.py[line:184] - INFO: Epoch 10, toal_loss 13.4801, aver loss 0.0322, train accuracy 0.8556, train auc 0.0000, test accuracy 0.8378, test auc 0.0000
2021-05-23 01:34:54,394 - classify1.py[line:184] - INFO: Epoch 11, toal_loss 13.2554, aver loss 0.0291, train accuracy 0.8581, train auc 0.0000, test accuracy 0.8438, test auc 0.0000
2021-05-23 01:34:55,040 - classify1.py[line:184] - INFO: Epoch 12, toal_loss 13.3843, aver loss 0.0271, train accuracy 0.8675, train auc 0.0000, test accuracy 0.8373, test auc 0.0000
2021-05-23 01:34:55,678 - classify1.py[line:184] - INFO: Epoch 13, toal_loss 12.8331, aver loss 0.0241, train accuracy 0.8675, train auc 0.0000, test accuracy 0.8453, test auc 0.0000
2021-05-23 01:34:56,325 - classify1.py[line:184] - INFO: Epoch 14, toal_loss 12.7274, aver loss 0.0223, train accuracy 0.8741, train auc 0.0000, test accuracy 0.8428, test auc 0.0000
2021-05-23 01:34:56,959 - classify1.py[line:184] - INFO: Epoch 15, toal_loss 12.7192, aver loss 0.0209, train accuracy 0.8733, train auc 0.0000, test accuracy 0.8428, test auc 0.0000
2021-05-23 01:34:57,604 - classify1.py[line:184] - INFO: Epoch 16, toal_loss 12.1581, aver loss 0.0188, train accuracy 0.8745, train auc 0.0000, test accuracy 0.8498, test auc 0.0000
2021-05-23 01:34:58,250 - classify1.py[line:184] - INFO: Epoch 17, toal_loss 12.1676, aver loss 0.0178, train accuracy 0.8741, train auc 0.0000, test accuracy 0.8408, test auc 0.0000
2021-05-23 01:34:58,886 - classify1.py[line:184] - INFO: Epoch 18, toal_loss 11.9736, aver loss 0.0166, train accuracy 0.8724, train auc 0.0000, test accuracy 0.8519, test auc 0.0000
2021-05-23 01:34:59,573 - classify1.py[line:184] - INFO: Epoch 19, toal_loss 11.8463, aver loss 0.0156, train accuracy 0.8807, train auc 0.0000, test accuracy 0.8519, test auc 0.0000
2021-05-23 01:35:00,207 - classify1.py[line:184] - INFO: Epoch 20, toal_loss 11.4297, aver loss 0.0143, train accuracy 0.8732, train auc 0.0000, test accuracy 0.8488, test auc 0.0000
2021-05-23 01:35:00,848 - classify1.py[line:184] - INFO: Epoch 21, toal_loss 11.4225, aver loss 0.0137, train accuracy 0.8782, train auc 0.0000, test accuracy 0.8529, test auc 0.0000
2021-05-23 01:35:01,480 - classify1.py[line:184] - INFO: Epoch 22, toal_loss 11.2140, aver loss 0.0128, train accuracy 0.8766, train auc 0.0000, test accuracy 0.8458, test auc 0.0000
2021-05-23 01:35:02,112 - classify1.py[line:184] - INFO: Epoch 23, toal_loss 11.0016, aver loss 0.0121, train accuracy 0.8766, train auc 0.0000, test accuracy 0.8544, test auc 0.0000
2021-05-23 01:35:02,751 - classify1.py[line:184] - INFO: Epoch 24, toal_loss 11.2640, aver loss 0.0119, train accuracy 0.8823, train auc 0.0000, test accuracy 0.8493, test auc 0.0000
2021-05-23 01:35:03,758 - classify1.py[line:184] - INFO: Epoch 25, toal_loss 11.0621, aver loss 0.0112, train accuracy 0.8815, train auc 0.0000, test accuracy 0.8483, test auc 0.0000
2021-05-23 01:35:04,913 - classify1.py[line:184] - INFO: Epoch 26, toal_loss 10.9085, aver loss 0.0106, train accuracy 0.8844, train auc 0.0000, test accuracy 0.8519, test auc 0.0000
2021-05-23 01:35:06,008 - classify1.py[line:184] - INFO: Epoch 27, toal_loss 10.8061, aver loss 0.0102, train accuracy 0.8905, train auc 0.0000, test accuracy 0.8498, test auc 0.0000
2021-05-23 01:35:07,113 - classify1.py[line:184] - INFO: Epoch 28, toal_loss 10.6785, aver loss 0.0097, train accuracy 0.8893, train auc 0.0000, test accuracy 0.8473, test auc 0.0000
2021-05-23 01:35:08,246 - classify1.py[line:184] - INFO: Epoch 29, toal_loss 10.5979, aver loss 0.0093, train accuracy 0.8877, train auc 0.0000, test accuracy 0.8594, test auc 0.0000
2021-05-23 01:35:09,375 - classify1.py[line:184] - INFO: Epoch 30, toal_loss 10.4036, aver loss 0.0088, train accuracy 0.8988, train auc 0.0000, test accuracy 0.8524, test auc 0.0000
2021-05-23 01:35:10,507 - classify1.py[line:184] - INFO: Epoch 31, toal_loss 10.4779, aver loss 0.0086, train accuracy 0.8844, train auc 0.0000, test accuracy 0.8564, test auc 0.0000
2021-05-23 01:35:11,609 - classify1.py[line:184] - INFO: Epoch 32, toal_loss 10.4590, aver loss 0.0083, train accuracy 0.8967, train auc 0.0000, test accuracy 0.8559, test auc 0.0000
2021-05-23 01:35:12,741 - classify1.py[line:184] - INFO: Epoch 33, toal_loss 10.3570, aver loss 0.0080, train accuracy 0.8968, train auc 0.0000, test accuracy 0.8579, test auc 0.0000
2021-05-23 01:35:13,869 - classify1.py[line:184] - INFO: Epoch 34, toal_loss 10.3746, aver loss 0.0078, train accuracy 0.8955, train auc 0.0000, test accuracy 0.8544, test auc 0.0000
2021-05-23 01:35:14,983 - classify1.py[line:184] - INFO: Epoch 35, toal_loss 10.1190, aver loss 0.0074, train accuracy 0.8951, train auc 0.0000, test accuracy 0.8539, test auc 0.0000
2021-05-23 01:35:16,090 - classify1.py[line:184] - INFO: Epoch 36, toal_loss 9.9669, aver loss 0.0071, train accuracy 0.8988, train auc 0.0000, test accuracy 0.8584, test auc 0.0000
2021-05-23 01:35:17,216 - classify1.py[line:184] - INFO: Epoch 37, toal_loss 9.5343, aver loss 0.0066, train accuracy 0.9029, train auc 0.0000, test accuracy 0.8559, test auc 0.0000
2021-05-23 01:35:18,343 - classify1.py[line:184] - INFO: Epoch 38, toal_loss 9.8119, aver loss 0.0066, train accuracy 0.9029, train auc 0.0000, test accuracy 0.8534, test auc 0.0000
2021-05-23 01:35:19,449 - classify1.py[line:184] - INFO: Epoch 39, toal_loss 9.7454, aver loss 0.0064, train accuracy 0.8980, train auc 0.0000, test accuracy 0.8524, test auc 0.0000
2021-05-23 01:35:20,562 - classify1.py[line:184] - INFO: Epoch 40, toal_loss 9.6002, aver loss 0.0062, train accuracy 0.9000, train auc 0.0000, test accuracy 0.8574, test auc 0.0000
2021-05-23 01:35:21,675 - classify1.py[line:184] - INFO: Epoch 41, toal_loss 9.6333, aver loss 0.0060, train accuracy 0.9021, train auc 0.0000, test accuracy 0.8509, test auc 0.0000
2021-05-23 01:35:22,796 - classify1.py[line:184] - INFO: Epoch 42, toal_loss 9.6648, aver loss 0.0059, train accuracy 0.8988, train auc 0.0000, test accuracy 0.8539, test auc 0.0000
2021-05-23 01:35:23,890 - classify1.py[line:184] - INFO: Epoch 43, toal_loss 9.4129, aver loss 0.0056, train accuracy 0.9016, train auc 0.0000, test accuracy 0.8629, test auc 0.0000
2021-05-23 01:35:25,006 - classify1.py[line:184] - INFO: Epoch 44, toal_loss 9.4033, aver loss 0.0055, train accuracy 0.9070, train auc 0.0000, test accuracy 0.8544, test auc 0.0000
2021-05-23 01:35:26,105 - classify1.py[line:184] - INFO: Epoch 45, toal_loss 9.2991, aver loss 0.0053, train accuracy 0.9041, train auc 0.0000, test accuracy 0.8644, test auc 0.0000
2021-05-23 01:35:27,220 - classify1.py[line:184] - INFO: Epoch 46, toal_loss 9.0904, aver loss 0.0051, train accuracy 0.9020, train auc 0.0000, test accuracy 0.8539, test auc 0.0000
2021-05-23 01:35:28,312 - classify1.py[line:184] - INFO: Epoch 47, toal_loss 9.3069, aver loss 0.0051, train accuracy 0.9037, train auc 0.0000, test accuracy 0.8524, test auc 0.0000
2021-05-23 01:35:29,451 - classify1.py[line:184] - INFO: Epoch 48, toal_loss 9.0662, aver loss 0.0049, train accuracy 0.9083, train auc 0.0000, test accuracy 0.8539, test auc 0.0000
2021-05-23 01:35:30,552 - classify1.py[line:184] - INFO: Epoch 49, toal_loss 9.3763, aver loss 0.0049, train accuracy 0.9033, train auc 0.0000, test accuracy 0.8599, test auc 0.0000
2021-05-23 01:35:31,068 - classify1.py[line:134] - INFO: {'word_embedding_dimension': 300, 'Epoch1': 5, 'Epoch2': 50, 'dropout': 0.1, 'label_num': 2, 'learning_rate1': 1e-05, 'learning_rate2': 0.0001, 'batch_size': 64, 'cuda': 1, 'negSampleNum': 3, 'poSampleNum': 1, 'max_bound': 1, 'kernel_sizes': [3, 4, 5], 'hidden_size': 256, 'hidden_layers': 1, 'bidirectional': True}
2021-05-23 01:35:31,086 - classify1.py[line:140] - INFO: before training: 0.4979979991912842
2021-05-23 01:35:31,086 - classify1.py[line:154] - INFO: ...start training...
2021-05-23 01:35:32,546 - classify1.py[line:184] - INFO: Epoch 0, toal_loss 32.4478, aver loss 0.6490, train accuracy 0.6246, train auc 0.0000, test accuracy 0.7528, test auc 0.0000
2021-05-23 01:35:33,990 - classify1.py[line:184] - INFO: Epoch 1, toal_loss 26.9060, aver loss 0.2691, train accuracy 0.7825, train auc 0.0000, test accuracy 0.7968, test auc 0.0000
2021-05-23 01:35:35,443 - classify1.py[line:184] - INFO: Epoch 2, toal_loss 23.7898, aver loss 0.1586, train accuracy 0.8049, train auc 0.0000, test accuracy 0.8283, test auc 0.0000
2021-05-23 01:35:36,883 - classify1.py[line:184] - INFO: Epoch 3, toal_loss 22.1807, aver loss 0.1109, train accuracy 0.8187, train auc 0.0000, test accuracy 0.8273, test auc 0.0000
2021-05-23 01:35:38,338 - classify1.py[line:184] - INFO: Epoch 4, toal_loss 20.5796, aver loss 0.0823, train accuracy 0.8225, train auc 0.0000, test accuracy 0.8288, test auc 0.0000
2021-05-23 01:35:39,508 - classify1.py[line:184] - INFO: Epoch 5, toal_loss 20.1400, aver loss 0.0671, train accuracy 0.8300, train auc 0.0000, test accuracy 0.8378, test auc 0.0000
2021-05-23 01:35:40,517 - classify1.py[line:184] - INFO: Epoch 6, toal_loss 19.3318, aver loss 0.0552, train accuracy 0.8315, train auc 0.0000, test accuracy 0.8348, test auc 0.0000
2021-05-23 01:35:41,527 - classify1.py[line:184] - INFO: Epoch 7, toal_loss 19.0093, aver loss 0.0475, train accuracy 0.8400, train auc 0.0000, test accuracy 0.8438, test auc 0.0000
2021-05-23 01:35:42,529 - classify1.py[line:184] - INFO: Epoch 8, toal_loss 18.5710, aver loss 0.0413, train accuracy 0.8450, train auc 0.0000, test accuracy 0.8348, test auc 0.0000
2021-05-23 01:35:43,534 - classify1.py[line:184] - INFO: Epoch 9, toal_loss 17.8940, aver loss 0.0358, train accuracy 0.8518, train auc 0.0000, test accuracy 0.8418, test auc 0.0000
2021-05-23 01:35:44,527 - classify1.py[line:184] - INFO: Epoch 10, toal_loss 17.9117, aver loss 0.0326, train accuracy 0.8525, train auc 0.0000, test accuracy 0.8463, test auc 0.0000
2021-05-23 01:35:45,526 - classify1.py[line:184] - INFO: Epoch 11, toal_loss 17.5590, aver loss 0.0293, train accuracy 0.8531, train auc 0.0000, test accuracy 0.8423, test auc 0.0000
2021-05-23 01:35:46,532 - classify1.py[line:184] - INFO: Epoch 12, toal_loss 16.7602, aver loss 0.0258, train accuracy 0.8590, train auc 0.0000, test accuracy 0.8514, test auc 0.0000
2021-05-23 01:35:47,533 - classify1.py[line:184] - INFO: Epoch 13, toal_loss 16.7334, aver loss 0.0239, train accuracy 0.8584, train auc 0.0000, test accuracy 0.8458, test auc 0.0000
2021-05-23 01:35:48,546 - classify1.py[line:184] - INFO: Epoch 14, toal_loss 16.6223, aver loss 0.0222, train accuracy 0.8628, train auc 0.0000, test accuracy 0.8428, test auc 0.0000
2021-05-23 01:35:49,561 - classify1.py[line:184] - INFO: Epoch 15, toal_loss 16.4690, aver loss 0.0206, train accuracy 0.8559, train auc 0.0000, test accuracy 0.8453, test auc 0.0000
2021-05-23 01:35:50,557 - classify1.py[line:184] - INFO: Epoch 16, toal_loss 16.3452, aver loss 0.0192, train accuracy 0.8550, train auc 0.0000, test accuracy 0.8453, test auc 0.0000
2021-05-23 01:35:51,589 - classify1.py[line:184] - INFO: Epoch 17, toal_loss 15.9628, aver loss 0.0177, train accuracy 0.8609, train auc 0.0000, test accuracy 0.8554, test auc 0.0000
2021-05-23 01:35:52,577 - classify1.py[line:184] - INFO: Epoch 18, toal_loss 15.8355, aver loss 0.0167, train accuracy 0.8628, train auc 0.0000, test accuracy 0.8504, test auc 0.0000
2021-05-23 01:35:53,588 - classify1.py[line:184] - INFO: Epoch 19, toal_loss 15.8193, aver loss 0.0158, train accuracy 0.8709, train auc 0.0000, test accuracy 0.8514, test auc 0.0000
2021-05-23 01:35:54,583 - classify1.py[line:184] - INFO: Epoch 20, toal_loss 15.4403, aver loss 0.0147, train accuracy 0.8675, train auc 0.0000, test accuracy 0.8619, test auc 0.0000
2021-05-23 01:35:55,578 - classify1.py[line:184] - INFO: Epoch 21, toal_loss 15.5446, aver loss 0.0141, train accuracy 0.8778, train auc 0.0000, test accuracy 0.8549, test auc 0.0000
2021-05-23 01:35:56,594 - classify1.py[line:184] - INFO: Epoch 22, toal_loss 15.0947, aver loss 0.0131, train accuracy 0.8750, train auc 0.0000, test accuracy 0.8529, test auc 0.0000
2021-05-23 01:35:57,612 - classify1.py[line:184] - INFO: Epoch 23, toal_loss 15.2928, aver loss 0.0127, train accuracy 0.8715, train auc 0.0000, test accuracy 0.8599, test auc 0.0000
2021-05-23 01:35:58,643 - classify1.py[line:184] - INFO: Epoch 24, toal_loss 14.9827, aver loss 0.0120, train accuracy 0.8768, train auc 0.0000, test accuracy 0.8574, test auc 0.0000
2021-05-23 01:35:59,653 - classify1.py[line:184] - INFO: Epoch 25, toal_loss 15.0040, aver loss 0.0115, train accuracy 0.8762, train auc 0.0000, test accuracy 0.8599, test auc 0.0000
2021-05-23 01:36:00,668 - classify1.py[line:184] - INFO: Epoch 26, toal_loss 14.9123, aver loss 0.0110, train accuracy 0.8753, train auc 0.0000, test accuracy 0.8554, test auc 0.0000
2021-05-23 01:36:01,685 - classify1.py[line:184] - INFO: Epoch 27, toal_loss 14.5919, aver loss 0.0104, train accuracy 0.8806, train auc 0.0000, test accuracy 0.8529, test auc 0.0000
2021-05-23 01:36:02,688 - classify1.py[line:184] - INFO: Epoch 28, toal_loss 14.5412, aver loss 0.0100, train accuracy 0.8787, train auc 0.0000, test accuracy 0.8529, test auc 0.0000
2021-05-23 01:36:03,700 - classify1.py[line:184] - INFO: Epoch 29, toal_loss 14.1779, aver loss 0.0095, train accuracy 0.8859, train auc 0.0000, test accuracy 0.8539, test auc 0.0000
2021-05-23 01:36:04,692 - classify1.py[line:184] - INFO: Epoch 30, toal_loss 14.2339, aver loss 0.0092, train accuracy 0.8793, train auc 0.0000, test accuracy 0.8604, test auc 0.0000
2021-05-23 01:36:05,683 - classify1.py[line:184] - INFO: Epoch 31, toal_loss 13.8262, aver loss 0.0086, train accuracy 0.8875, train auc 0.0000, test accuracy 0.8498, test auc 0.0000
2021-05-23 01:36:06,687 - classify1.py[line:184] - INFO: Epoch 32, toal_loss 14.2079, aver loss 0.0086, train accuracy 0.8812, train auc 0.0000, test accuracy 0.8544, test auc 0.0000
2021-05-23 01:36:07,682 - classify1.py[line:184] - INFO: Epoch 33, toal_loss 13.9292, aver loss 0.0082, train accuracy 0.8853, train auc 0.0000, test accuracy 0.8589, test auc 0.0000
2021-05-23 01:36:08,680 - classify1.py[line:184] - INFO: Epoch 34, toal_loss 13.8625, aver loss 0.0079, train accuracy 0.8934, train auc 0.0000, test accuracy 0.8629, test auc 0.0000
2021-05-23 01:36:09,674 - classify1.py[line:184] - INFO: Epoch 35, toal_loss 13.8155, aver loss 0.0077, train accuracy 0.8890, train auc 0.0000, test accuracy 0.8504, test auc 0.0000
2021-05-23 01:36:10,668 - classify1.py[line:184] - INFO: Epoch 36, toal_loss 13.9194, aver loss 0.0075, train accuracy 0.8931, train auc 0.0000, test accuracy 0.8519, test auc 0.0000
2021-05-23 01:36:11,659 - classify1.py[line:184] - INFO: Epoch 37, toal_loss 13.3988, aver loss 0.0071, train accuracy 0.8915, train auc 0.0000, test accuracy 0.8554, test auc 0.0000
2021-05-23 01:36:12,665 - classify1.py[line:184] - INFO: Epoch 38, toal_loss 13.5365, aver loss 0.0069, train accuracy 0.8865, train auc 0.0000, test accuracy 0.8614, test auc 0.0000
2021-05-23 01:36:13,678 - classify1.py[line:184] - INFO: Epoch 39, toal_loss 13.4234, aver loss 0.0067, train accuracy 0.8934, train auc 0.0000, test accuracy 0.8594, test auc 0.0000
2021-05-23 01:36:14,686 - classify1.py[line:184] - INFO: Epoch 40, toal_loss 13.4250, aver loss 0.0065, train accuracy 0.8912, train auc 0.0000, test accuracy 0.8539, test auc 0.0000
2021-05-23 01:36:15,685 - classify1.py[line:184] - INFO: Epoch 41, toal_loss 13.0818, aver loss 0.0062, train accuracy 0.9006, train auc 0.0000, test accuracy 0.8604, test auc 0.0000
2021-05-23 01:36:16,684 - classify1.py[line:184] - INFO: Epoch 42, toal_loss 13.0047, aver loss 0.0060, train accuracy 0.8919, train auc 0.0000, test accuracy 0.8589, test auc 0.0000
2021-05-23 01:36:17,676 - classify1.py[line:184] - INFO: Epoch 43, toal_loss 12.9538, aver loss 0.0059, train accuracy 0.8928, train auc 0.0000, test accuracy 0.8539, test auc 0.0000
2021-05-23 01:36:18,668 - classify1.py[line:184] - INFO: Epoch 44, toal_loss 13.3155, aver loss 0.0059, train accuracy 0.8956, train auc 0.0000, test accuracy 0.8614, test auc 0.0000
2021-05-23 01:36:19,657 - classify1.py[line:184] - INFO: Epoch 45, toal_loss 13.3950, aver loss 0.0058, train accuracy 0.8969, train auc 0.0000, test accuracy 0.8584, test auc 0.0000
2021-05-23 01:36:20,672 - classify1.py[line:184] - INFO: Epoch 46, toal_loss 12.9695, aver loss 0.0055, train accuracy 0.8962, train auc 0.0000, test accuracy 0.8629, test auc 0.0000
2021-05-23 01:36:21,701 - classify1.py[line:184] - INFO: Epoch 47, toal_loss 12.9670, aver loss 0.0054, train accuracy 0.8915, train auc 0.0000, test accuracy 0.8629, test auc 0.0000
2021-05-23 01:36:22,709 - classify1.py[line:184] - INFO: Epoch 48, toal_loss 12.6452, aver loss 0.0052, train accuracy 0.8940, train auc 0.0000, test accuracy 0.8639, test auc 0.0000
2021-05-23 01:36:23,713 - classify1.py[line:184] - INFO: Epoch 49, toal_loss 12.7849, aver loss 0.0051, train accuracy 0.8953, train auc 0.0000, test accuracy 0.8579, test auc 0.0000
2021-05-23 01:36:24,151 - classify1.py[line:134] - INFO: {'word_embedding_dimension': 300, 'Epoch1': 5, 'Epoch2': 50, 'dropout': 0.1, 'label_num': 2, 'learning_rate1': 1e-05, 'learning_rate2': 0.0001, 'batch_size': 64, 'cuda': 1, 'negSampleNum': 3, 'poSampleNum': 1, 'max_bound': 1, 'kernel_sizes': [3, 4, 5], 'hidden_size': 256, 'hidden_layers': 1, 'bidirectional': True}
2021-05-23 01:36:24,170 - classify1.py[line:140] - INFO: before training: 0.49949949979782104
2021-05-23 01:36:24,170 - classify1.py[line:154] - INFO: ...start training...
2021-05-23 01:36:25,360 - classify1.py[line:184] - INFO: Epoch 0, toal_loss 41.6609, aver loss 0.6613, train accuracy 0.5832, train auc 0.0000, test accuracy 0.7277, test auc 0.0000
